,,,Mean RPM Vemurafenib dose-response 24 hrs,,,,,,,,,Std RPM Vemurafenib dose-response 24 hrs,,,,,,,
,,,Vemurafenib (uM),,,,,,,,,Vemurafenib (uM),,,,,,,
ENSG00000125898,FAM110A,,4.4269,4.6748,4.0789,4.0754,2.3645,1.8565,1.9125,1.687,,1.6612,0.57241,0.45539,0.77049,0.53454,0.33859,0.51893,0.23491
ENSG00000125818,PSMF1,,104.7041,104.4209,105.8298,96.7384,84.5273,77.914,78.5784,93.9723,,4.5284,4.1214,4.4335,3.105,8.527,2.525,4.1453,1.9257
ENSG00000101298,SNPH,,10.0945,9.8931,11.4859,13.8576,15.0305,18.1919,16.3653,22.0126,,1.3727,1.2246,1.9562,1.6068,1.3018,1.525,1.804,1.1241
ENSG00000125775,SDCBP2,,1.2481,0.61537,1.0349,1.1736,1.2567,1.2959,1.4255,1.3885,,0.47039,0.12292,0.26146,0.42779,0.55226,0.3365,0.23022,0.46881
ENSG00000280162,AL136531.3,,0,0.075796,0,0,0.10859,0.25874,0.15554,0.20695,,0,0.05101,0,0,0.08034,0.18796,0.24172,0.10493
ENSG00000234684,SDCBP2-AS1,,3.5058,3.9925,5.9372,10.9438,14.1133,16.5529,16.8105,16.8023,,0.42251,0.58474,0.47518,2.6361,1.1824,1.0018,1.6107,1.3632
ENSG00000229728,AL136531.1,,0.28338,0.27368,0.21663,0.66245,0.97164,1.0416,1.1774,0.86227,,0.24994,0.29435,0.15375,0.29122,0.42885,0.33736,0.19076,0.67964
ENSG00000088832,FKBP1A,,362.356,345.61,333.782,325.5981,311.6076,282.0136,260.1346,241.6126,,9.9254,7.4749,6.1463,8.1362,15.2491,8.2561,5.0389,13.7057
ENSG00000088833,NSFL1C,,76.9194,76.1609,66.8936,52.4019,43.9337,39.2079,40.9798,51.3443,,4.4403,5.3165,2.7179,3.8701,1.1748,1.5707,2.8085,4.8395
ENSG00000101307,SIRPB1,,13.8304,12.3751,5.2173,0.42995,0.31057,0.15343,0.26469,0.12452,,0.87083,1.3489,1.5059,0.29798,0.14555,0.053388,0.23361,0.12459
ENSG00000276649,AL117335.1,,0.2335,0.22179,0.39654,0.47261,0.9147,0.70394,0.44321,0.86737,,0.089808,0.17577,0.1174,0.084665,0.28823,0.32831,0.17302,0.14879
ENSG00000198053,SIRPA,,34.5142,32.5891,30.8142,26.2643,28.9605,34.8412,35.2536,50.816,,2.3215,0.94509,1.6785,2.4772,1.6351,2.7873,2.2481,4.4675
ENSG00000125834,STK35,,61.0647,58.8715,54.2742,48.9855,43.9697,41.6962,49.37,52.0064,,2.8571,1.3254,3.3458,2.7964,1.5646,2.0796,1.5427,1.4905
ENSG00000125835,SNRPB,,262.9908,248.5768,222.2876,160.3978,103.0382,77.1203,73.2061,79.6071,,27.9855,13.5513,8.2479,11.9654,11.3741,3.2352,7.0374,4.1155
ENSG00000088876,ZNF343,,27.7121,28.7782,26.8458,27.1135,27.6267,23.7042,25.3726,27.9941,,2.7554,0.66032,2.2216,0.92106,1.2801,3.1871,1.7371,2.1492
ENSG00000101361,NOP56,,296.3432,298.5656,255.2282,159.3558,106.7934,96.6397,92.6633,98.5771,,7.1556,9.6907,10.6095,8.6477,3.3589,3.141,3.578,3.5086
ENSG00000101365,IDH3B,,119.2678,121.2631,120.5227,122.6395,113.4847,108.4844,107.5532,121.2992,,6.2097,4.9913,1.9908,3.0564,4.3398,2.5344,3.1246,4.4385
ENSG00000088881,EBF4,,0.21556,0.22918,0.15622,0.27979,0.24506,0.40131,0.6256,0.48851,,0.10876,0.14987,0.18153,0.11813,0.12996,0.20452,0.29916,0.31951
ENSG00000088882,CPXM1,,0.030238,0.027728,0,0,0.11386,0.027551,0.12837,0.025421,,0.060476,0.055457,0,0,0.1321,0.055102,0.15036,0.050843
ENSG00000132635,PCED1A,,40.4111,42.5081,49.7912,66.8202,80.3539,90.7246,90.8165,79.9365,,4.324,4.9854,5.5879,7.8333,13.4966,8.8452,7.5017,5.7289
ENSG00000215305,VPS16,,38.2519,40.3095,41.7742,48.9794,51.192,54.1316,55.7381,52.3501,,2.8586,2.5313,2.4773,5.6799,3.9628,3.6514,3.4001,3.0233
ENSG00000132670,PTPRA,,92.8532,93.7378,105.1378,130.9768,152.288,158.6314,156.1125,130.8801,,4.231,1.3004,1.4685,10.9076,1.8635,5.4713,3.1691,11.0689
ENSG00000125787,GNRH2,,0.31187,0.48503,0.49342,0.45907,0.33572,0.68594,0.35263,0.30605,,0.075296,0.24937,0.28967,0.43031,0.11173,0.39332,0.17211,0.23354
ENSG00000125901,MRPS26,,77.9613,71.7018,60.643,50.3453,42.5114,40.2867,41.6553,47.1367,,9.9738,6.7197,7.4475,2.5247,2.3435,1.8931,1.0759,3.117
ENSG00000185019,UBOX5,,6.9668,6.9288,6.8757,8.0145,10.2173,10.8109,10.9879,11.515,,1.741,0.76496,1.0592,0.95775,1.0407,1.3764,1.2598,1.0901
ENSG00000215251,FASTKD5,,63.5504,64.0009,60.602,54.2668,45.679,42.9376,40.5131,47.4028,,2.2302,4.7414,2.2645,5.1904,4.1702,2.0189,0.98827,2.325
ENSG00000088899,LZTS3,,4.4535,4.5071,5.0757,6.9571,6.7181,7.2073,9.3297,10.9311,,0.17889,0.80012,0.40897,0.59599,0.88279,1.8535,0.93524,0.93501
ENSG00000198171,DDRGK1,,37.3853,35.4983,35.7299,40.2478,42.9847,48.0255,52.2765,61.6044,,2.2227,2.3681,2.2202,4.7279,2.3902,5.1027,2.3384,1.4965
ENSG00000125877,ITPA,,77.6462,75.46,77.26,79.3609,70.3446,67.4213,66.8821,74.9678,,8.1149,3.5238,5.1337,3.6342,2.8531,3.4902,2.4445,2.3637
ENSG00000088836,SLC4A11,,8.8034,8.1816,9.2202,8.34,7.5194,6.8957,8.7268,10.9318,,0.51053,0.73938,0.31999,0.56628,1.5227,0.70377,0.98126,0.17126
ENSG00000277287,AL109976.1,,0.59022,0.27862,0.85618,1.3889,2.4964,3.1146,3.8797,4.3729,,0.15529,0.16298,0.22102,0.35881,0.71195,0.47598,0.23147,0.54404
ENSG00000088854,C20orf194,,12.6436,13.8927,15.6303,24.6125,30.5747,33.1214,32.2215,32.7141,,1.3409,1.4039,1.2869,1.8322,1.8323,2.24,2.0262,1.3564
ENSG00000088812,ATRN,,118.3154,119.5662,134.9779,155.4891,164.2872,170.803,166.8977,155.2721,,4.3215,2.276,3.1466,3.7863,3.9831,7.5812,5.196,14.7755
ENSG00000101220,C20orf27,,55.5121,51.7791,47.1242,33.519,23.1861,18.8829,19.9464,29.0081,,8.2341,4.2307,1.1683,0.95035,3.0848,1.3496,1.7032,3.3224
ENSG00000101222,SPEF1,,0.42853,0.52479,0.48646,0.86501,0.33572,0.5692,0.68395,0.45558,,0.22073,0.23732,0.23607,0.31013,0.11173,0.27504,0.32927,0.33856
ENSG00000125817,CENPB,,139.2293,130.9317,121.0168,101.514,87.097,88.6277,90.495,109.829,,19.5258,8.9329,2.9849,6.5581,1.8245,4.4041,5.2933,8.9799
ENSG00000101224,CDC25B,,256.7968,251.5721,247.9292,226.6834,196.845,185.9015,193.4627,261.8257,,14.5488,12.1476,9.8504,8.9188,4.0022,7.1375,1.5638,20.3699
ENSG00000275491,LINC01730,,0.62881,0.81594,1.0602,0.81245,1.112,0.88028,1.3875,1.6334,,0.33532,0.31632,0.28734,0.27884,0.26827,0.45741,0.71517,0.51086
ENSG00000125843,AP5S1,,19.1215,18.6263,19.956,21.9934,24.1747,25.0329,22.5236,23.0671,,1.9921,0.90843,1.3591,2.3537,1.1202,1.0234,2.4701,0.95324
ENSG00000088888,MAVS,,206.5644,221.0403,260.2359,315.616,372.5086,418.6205,419.1253,387.7563,,12.8416,7.6165,7.9541,16.3945,16.8339,6.6379,5.1413,34.7729
ENSG00000229539,AL353194.1,,1.5882,1.3792,1.8061,2.8426,2.4944,3.4494,3.3545,3.2901,,0.38445,0.22679,0.24589,1.2168,0.70717,0.76768,0.82729,0.34936
ENSG00000125779,PANK2,,78.0837,77.6463,76.9607,83.2456,93.0857,102.7608,106.7685,99.0677,,2.8279,1.3868,2.2596,4.0452,5.1912,2.7691,2.327,8.3069
ENSG00000101236,RNF24,,43.8029,47.6862,52.425,59.478,58.3801,60.1578,70.2184,130.8243,,2.0275,2.1045,2.86,1.502,4.8237,3.6486,3.1493,5.8941
ENSG00000226608,FTLP3,,0.66306,0.42953,0.56059,0.55563,0.73713,0.7768,0.58722,0.74615,,0.23455,0.11001,0.22419,0.29365,0.13415,0.22951,0.24176,0.50056
ENSG00000088826,SMOX,,29.7382,29.637,29.2676,27.7653,32.807,35.8445,40.7509,43.5333,,3.5682,1.9742,2.5341,2.54,3.4613,2.6828,2.2472,2.789
ENSG00000171867,PRNP,,373.9137,367.6908,287.2125,247.3999,317.3533,365.8,318.4154,210.6477,,12.8595,17.749,22.5069,6.0372,17.3884,10.4988,9.1413,7.6335
ENSG00000101265,RASSF2,,1.0722,0.81127,1.4355,1.8278,1.9294,1.8277,1.9515,2.8615,,0.42989,0.2614,0.15832,0.72297,0.60649,0.36102,0.32752,0.51917
ENSG00000089057,SLC23A2,,99.2548,99.8168,109.6285,149.458,242.9528,320.3995,300.5984,146.6452,,3.3177,4.6733,3.6764,11.237,17.7147,11.7742,10.6703,16.2682
ENSG00000089063,TMEM230,,149.2598,153.0329,172.1285,199.0473,201.1735,200.2118,192.7798,219.5355,,4.6249,2.7179,2.3064,9.2057,3.711,1.847,4.3764,14.829
ENSG00000132646,PCNA,,321.9198,315.5873,252.9456,150.6527,96.0894,75.3574,72.8615,73.2783,,10.0356,9.9551,10.0901,11.904,11.3067,2.2021,2.648,2.3778
ENSG00000101290,CDS2,,66.2255,64.6797,69.0994,79.2388,82.571,86.4811,90.7293,90.1107,,1.8832,2.9092,4.3566,3.9377,4.8735,1.9094,1.5716,6.8462
ENSG00000125772,GPCPD1,,28.0726,27.7609,33.4077,44.7219,62.3717,65.0781,66.4134,37.5665,,1.6959,1.1828,2.6512,2.5034,5.2997,4.0762,3.2385,2.5412
ENSG00000171984,SHLD1,,4.8666,4.5712,5.7822,7.2145,9.2819,10.7539,10.1675,7.7128,,0.87815,0.1525,0.60213,1.5589,0.71339,1.0422,1.0254,1.4002
ENSG00000089199,CHGB,,3.8697,4.5825,3.542,4.6649,6.7337,5.9181,4.7693,4.2958,,0.83412,0.69725,0.46059,0.62875,0.94196,0.99499,0.79041,0.31396
ENSG00000089195,TRMT6,,108.5226,106.1836,91.496,61.398,42.3431,37.7404,40.0117,50.5051,,2.488,1.5789,3.8882,4.7075,2.7997,3.2519,0.94613,3.2609
ENSG00000125885,MCM8,,143.5201,147.5461,124.0898,76.686,43.7318,33.241,30.5022,36.1375,,8.0617,6.7549,3.4784,13.8432,5.2891,2.0059,1.8815,1.8196
ENSG00000275632,AL035461.2,,1.2421,2.0303,1.2003,0.91348,0.4598,0.19804,0.29739,0.37192,,0.32849,0.20879,0.15523,0.12666,0.4127,0.23247,0.12057,0.20316
ENSG00000088766,CRLS1,,52.2999,52.3586,48.2948,44.3913,38.5426,36.7389,37.6848,40.7394,,1.7649,4.0088,2.7583,4.9191,2.4478,2.5588,2.8849,1.5124
ENSG00000278192,AL118505.1,,0.59276,0.52435,0.78064,0.73307,0.36689,0.52976,0.41287,0.89539,,0.25597,0.27973,0.063939,0.26875,0.17142,0.22914,0.34016,0.56762
ENSG00000101311,FERMT1,,96.8942,90.7374,67.3508,49.8469,36.7503,29.8737,28.383,37.3476,,4.831,4.7125,4.8278,2.8866,3.3526,2.4545,2.3638,1.0447
ENSG00000125845,BMP2,,8.1602,8.0881,6.1445,5.287,6.5381,5.6224,5.8758,6.0205,,1.0451,0.93209,0.44853,0.11363,0.55712,0.5457,0.763,0.80817
ENSG00000125827,TMX4,,387.5216,392.6281,336.7125,209.2595,135.1343,107.34,102.5407,100.8226,,16.1185,6.037,16.075,31.73,11.1257,10.5183,2.5574,2.4744
ENSG00000182621,PLCB1,,20.1145,21.0534,24.6619,31.31,40.9467,48.6249,54.8641,52.163,,2.2933,1.5762,0.7352,1.4226,0.87408,3.4177,2.2868,3.2019
ENSG00000101333,PLCB4,,10.1015,10.2025,10.1664,10.2379,6.9573,5.2845,5.0574,6.1663,,0.67243,1.1413,0.86028,0.99696,0.9271,0.77244,0.65608,1.0227
ENSG00000132623,ANKEF1,,20.7643,21.0254,21.4242,24.2346,17.4737,12.4674,9.5978,8.4283,,1.7675,2.0176,3.0727,0.30789,2.4604,1.6725,1.0031,1.7643
ENSG00000132639,SNAP25,,5.0598,4.5388,5.0717,3.9992,3.2306,2.0587,1.3351,0.87062,,1.0423,0.55119,0.82397,0.61668,0.379,0.3441,0.66021,0.34812
ENSG00000125863,MKKS,,67.6695,66.2005,62.1268,55.3035,45.4381,40.4857,40.1365,57.5313,,3.0514,2.4511,4.0124,0.9155,3.793,2.795,3.2543,3.2863
ENSG00000149346,SLX4IP,,15.5711,16.9401,18.2388,22.1789,24.1612,24.9926,26.5851,26.1202,,0.99838,2.0068,1.409,0.62905,0.71792,0.71407,1.0855,1.756
ENSG00000101384,JAG1,,34.7564,34.8278,25.2319,19.4489,22.3916,22.8009,26.2345,26.3786,,0.86855,2.5123,2.3602,2.7142,1.5923,1.2592,1.954,1.2896
ENSG00000132640,BTBD3,,163.9904,169.4348,194.5719,220.3365,225.6015,228.3907,238.4534,154.2332,,12.4994,13.2509,10.3862,6.2299,16.2661,4.1503,6.4526,10.7714
ENSG00000172296,SPTLC3,,2.0348,1.9794,3.5639,5.8337,8.5168,9.812,10.4506,5.3987,,0.4797,0.63188,0.27188,1.1115,1.1065,0.75939,0.95279,1.1016
ENSG00000089123,TASP1,,12.7457,12.6207,12.3554,15.0653,12.9183,13.0505,12.4803,12.5095,,0.4056,1.1737,0.98392,0.94503,0.92663,1.6308,1.8012,1.4429
ENSG00000089048,ESF1,,80.4535,82.4191,72.3094,57.1592,47.236,42.1588,38.8183,42.0477,,5.5403,7.9,6.2028,9.1205,4.2638,2.1991,2.5,2.3867
ENSG00000101247,NDUFAF5,,18.9127,18.6422,19.0558,17.1734,17.1619,17.6921,17.3796,19.4884,,1.8395,3.3371,1.2875,0.81738,1.2397,1.0017,0.9521,1.7478
ENSG00000172264,MACROD2,,1.841,1.733,2.0159,2.7376,3.6606,3.9958,4.7329,6.3332,,0.38614,0.19443,0.1872,0.34225,0.15862,0.4568,0.87675,1.8462
ENSG00000125848,FLRT3,,100.3288,101.105,97.1953,77.1337,55.1645,36.3683,34.7132,47.3934,,9.3639,9.8414,8.5636,9.2912,3.0973,4.8673,1.7084,3.1722
ENSG00000089177,KIF16B,,34.8508,37.1137,34.311,36.2369,35.4927,34.9436,44.152,61.2571,,2.1883,1.8983,4.4382,1.2861,1.391,2.0051,3.0214,5.4258
ENSG00000273998,AL049794.1,,0.53889,0.61065,0.89298,0.64755,0.69615,0.53686,0.76505,1.1489,,0.27192,0.24315,0.44028,0.27767,0.23313,0.14288,0.18265,0.34751
ENSG00000125870,SNRPB2,,331.8696,326.0239,276.9342,200.6703,129.1954,98.9413,91.1269,99.1627,,12.8596,11.8552,8.9434,18.023,10.2692,6.0453,4.2657,2.123
ENSG00000236985,AL121892.1,,0.26374,0.6223,0.4854,0.91149,1.2536,0.65269,0.66689,0.16072,,0.11136,0.32588,0.26865,0.1454,0.46084,0.3713,0.22492,0.16808
ENSG00000125851,PCSK2,,0.077577,0.048294,0.20568,1.5489,5.5958,10.3866,12.6217,4.4565,,0.099777,0.096588,0.19322,0.55301,1.5645,3.1613,2.8863,1.1199
ENSG00000125864,BFSP1,,7.5034,8.831,14.2768,26.4904,31.5829,26.2746,21.8355,13.8924,,0.53681,1.2327,2.3504,4.0305,3.2516,3.7619,1.4983,2.0092
ENSG00000125868,DSTN,,350.5831,367.2656,351.8576,335.1228,315.1094,290.2844,295.0775,290.8211,,31.5159,30.682,13.8499,25.87,12.35,10.255,3.5596,8.32
ENSG00000125844,RRBP1,,177.3851,182.9365,183.9877,214.1768,240.0706,250.0584,247.5859,246.5522,,2.6818,6.3962,14.6818,19.2771,6.046,7.8743,6.6619,6.7764
ENSG00000089006,SNX5,,281.1339,287.1313,271.7152,226.6809,187.4762,172.9781,173.9342,161.1759,,11.0011,5.081,9.5365,9.4335,2.0403,6.6275,2.7599,5.6853
ENSG00000125850,OVOL2,,0.28163,0.23322,0.24849,0.15775,0.28796,0.20724,0.33009,0.41986,,0.12234,0.14624,0.096408,0.19622,0.16966,0.17955,0.26558,0.15189
ENSG00000212232,SNORD17,,6.6585,6.3834,5.299,3.1426,1.9209,1.201,1.2502,0.98397,,1.2988,0.77002,0.68551,0.78494,0.41166,0.29953,0.27741,0.18219
ENSG00000125871,MGME1,,52.3452,52.016,48.8066,44.2948,38.9785,34.9689,37.09,36.7294,,2.1447,2.2902,2.4006,3.6914,3.8881,1.706,2.5522,2.5289
ENSG00000232838,PET117,,3.003,3.5885,2.778,2.6622,2.2282,2.0113,1.401,1.6025,,0.41856,0.70174,1.0164,0.21293,0.18811,0.49506,0.192,0.50866
ENSG00000149474,KAT14,,20.767,21.1327,23.464,30.7779,30.2591,32.3753,34.9285,37.6831,,0.75864,1.8256,2.4655,1.3647,1.4531,1.0536,1.7685,1.2866
ENSG00000125846,ZNF133,,14.8974,18.0542,18.8142,20.9631,23.4437,24.6948,26.4738,27.8058,,1.7827,1.3831,2.3026,3.1284,3.0362,3.147,2.696,4.4447
ENSG00000089091,DZANK1,,4.8135,5.2168,5.6539,8.3332,8.9323,8.5334,8.9897,9.9106,,0.54297,0.90104,0.71805,0.32472,1.9413,0.54268,1.2838,0.92345
ENSG00000132664,POLR3F,,29.7458,31.3844,27.6075,20.9177,19.7157,19.3864,17.9869,18.7629,,2.7685,1.9512,1.4189,2.5854,1.1726,1.4664,2.147,1.0386
ENSG00000089050,RBBP9,,40.14,39.9482,39.3485,36.6564,31.122,25.5497,27.6995,35.1757,,2.6561,2.4724,2.8908,4.0188,1.1865,1.8797,3.6183,1.3293
ENSG00000101310,SEC23B,,125.7893,124.899,127.6876,123.6031,121.5757,119.6295,118.7137,125.2292,,5.2789,4.5415,3.6777,4.019,2.6439,5.7978,3.9373,3.7369
ENSG00000232388,SMIM26,,20.3046,21.1409,21.4552,23.8579,22.6841,24.2203,23.0582,26.8085,,2.1265,1.2105,1.4555,1.3564,3.2042,3.0423,2.1765,0.59376
ENSG00000125821,DTD1,,68.4325,64.7943,63.0597,54.6879,39.7113,36.6292,34.6331,58.055,,4.1661,4.5509,4.2311,1.9062,2.1789,1.4141,1.2037,4.8017
ENSG00000179935,LINC00652,,1.1078,1.0901,1.1391,1.3184,1.5249,1.7547,1.5205,2.4186,,0.20848,0.073806,0.48971,0.33473,0.37159,0.46754,0.089271,0.36858
ENSG00000273148,AL035563.1,,2.0971,2.2133,3.2101,5.4213,7.1185,8.9475,8.6806,6.6933,,0.66877,0.3788,0.63931,1.1874,1.5635,1.3313,0.49853,0.35485
ENSG00000185052,SLC24A3,,6.0598,5.5682,4.0052,3.6256,2.6548,2.6744,2.2303,1.1914,,0.86218,0.64333,0.66443,0.54465,0.35941,0.31871,0.35201,0.38923
ENSG00000233895,AL121761.1,,0.13066,0.15655,0.31629,0.6158,0.88833,1.083,0.67193,0.79659,,0.049226,0.18158,0.094476,0.19448,0.22595,0.28719,0.074343,0.073915
ENSG00000132669,RIN2,,12.8455,12.6656,12.6191,15.9116,21.8412,27.7425,29.2001,27.8408,,1.4888,1.2078,0.98523,0.94907,1.4838,3.0548,2.3741,2.6915
ENSG00000173418,NAA20,,122.6162,118.347,111.2225,90.9289,75.275,69.0131,67.4815,65.3744,,8.8295,3.4122,4.2805,5.1172,5.3619,1.4198,2.532,3.8088
ENSG00000101343,CRNKL1,,87.4523,87.5377,85.5468,89.9473,87.3857,86.1046,86.667,82.484,,5.5837,1.7315,4.601,2.5426,5.1869,8.3688,7.1682,2.2176
ENSG00000089101,CFAP61,,0.30361,0.32803,0.16103,0.35422,0.53467,0.48812,0.58778,0.70116,,0.24209,0.14178,0.16026,0.17794,0.21435,0.2898,0.19958,0.23666
ENSG00000188559,RALGAPA2,,21.0629,22.8237,25.2415,30.8779,35.1245,39.118,39.1315,43.3061,,1.6379,1.9035,2.891,1.031,3.9076,2.6005,1.1293,2.5096
ENSG00000235065,RPL24P2,,2.3919,2.5454,3.2332,2.5737,2.7117,2.5431,2.5128,3.0038,,0.96667,0.69249,0.54849,0.51404,0.54397,0.82384,0.20652,0.67965
ENSG00000088970,KIZ,,13.8159,12.8646,17.4676,27.8618,40.5992,40.6108,40.2979,32.788,,0.76549,1.6036,3.678,5.1291,4.0812,2.7312,2.3375,2.7362
ENSG00000214535,RPS15AP1,,0.93826,0.54517,0.62398,0.97914,0.62909,0.38177,0.62237,0.74217,,0.47419,0.25035,0.22338,0.22961,0.32064,0.37726,0.36396,0.13195
ENSG00000275457,AL117332.1,,1.4227,1.4492,1.3576,1.0001,1.1093,1.2112,1.3717,1.7389,,0.64379,0.56868,0.35479,0.22748,0.35531,0.41045,0.57271,0.13424
ENSG00000088930,XRN2,,238.0803,236.0973,245.5558,252.0898,244.4794,227.8191,232.5936,224.2703,,7.9935,7.1658,3.856,12.3016,13.7388,13.6066,9.1041,10.7914
ENSG00000125816,NKX2-4,,1.0687,1.5795,1.2448,0.80133,0.18888,0.26403,0.23574,0.1121,,0.55473,0.47995,0.38658,0.35864,0.13587,0.19698,0.11978,0.084445
ENSG00000278041,AL133325.3,,4.6986,5.1112,4.6803,3.0983,1.6589,1.8703,1.5579,1.8004,,0.79784,0.25831,0.58597,0.63206,0.14097,0.51006,0.3454,0.29152
ENSG00000125820,NKX2-2,,1.2682,1.0782,1.0296,0.58058,0.55276,0.274,0.75857,0.84029,,0.58256,0.46278,0.31256,0.23356,0.19798,0.1397,0.27037,0.28516
ENSG00000125810,CD93,,1.3752,1.4977,1.54,1.3775,1.3329,0.90301,0.78736,0.38325,,0.42325,0.12402,0.53795,0.28115,0.57845,0.33668,0.30639,0.27028
ENSG00000279164,AL118508.3,,0.025334,0.11091,0.090875,0.030097,0.08359,0.2786,0.22728,0.16688,,0.050667,0.22183,0.11392,0.060195,0.11224,0.11146,0.19062,0.14245
ENSG00000132661,NXT1,,23.8795,23.891,19.2925,11.9993,6.9932,5.5142,5.6424,10.1349,,2.7551,2.0548,1.3989,1.6831,1.2377,0.32924,0.7869,0.78615
ENSG00000232645,LINC01431,,0.17302,0.12433,0.39184,0.86534,1.2812,1.4323,1.9501,1.6697,,0.14608,0.096523,0.22297,0.15567,0.30261,0.37013,0.57889,0.47645
ENSG00000125812,GZF1,,35.2162,35.9288,35.8088,39.3764,36.2706,37.4348,39.6844,37.728,,4.1671,2.0891,3.0712,2.6003,2.9555,1.4252,1.1425,1.516
ENSG00000125814,NAPB,,9.178,11.622,11.158,11.0663,11.5527,12.0203,14.0042,15.9502,,0.8712,1.0658,1.8189,1.6116,1.6745,2.1557,2.9727,1.1804
ENSG00000101439,CST3,,65.0322,61.1358,64.6568,77.121,81.0416,83.6115,91.9468,91.098,,7.6242,4.7098,9.0354,7.6224,4.9081,7.0369,3.7923,6.0173
ENSG00000101474,APMAP,,162.2462,159.7841,162.4509,168.1677,170.429,178.2383,173.4513,180.7662,,5.7092,4.0814,5.1577,5.9743,1.7606,5.7625,7.3371,4.9893
ENSG00000154930,ACSS1,,29.7291,31.4615,39.1178,51.1459,57.0265,60.4046,69.1187,109.3645,,1.8381,1.0893,1.4615,5.4924,1.0463,2.3725,3.1697,11.0605
ENSG00000197586,ENTPD6,,94.3066,90.8691,87.5704,77.2279,66.8311,58.8322,55.7013,88.1034,,8.408,4.4939,2.3447,1.1541,2.7624,3.1674,1.7077,9.5536
ENSG00000277938,AL035252.3,,1.3142,1.2122,0.86872,0.93199,0.76105,0.83187,0.86088,1.1275,,0.32134,0.4883,0.12503,0.49797,0.3912,0.39434,0.27363,0.39223
ENSG00000274414,AL121772.1,,4.213,4.9553,4.2725,3.4371,3.0077,2.479,2.1206,4.0375,,0.74661,0.46486,0.64016,0.71644,0.41515,0.18618,0.41182,0.78184
ENSG00000100994,PYGB,,836.94,812.2641,704.5561,542.3245,432.7349,395.8468,391.3411,1020.1542,,43.4346,15.2873,24.9627,36.5665,9.9898,8.1066,20.2877,165.1872
ENSG00000100997,ABHD12,,50.1239,49.4269,54.1786,57.3185,55.5796,61.8588,65.1735,70.6369,,3.5479,0.47294,3.761,1.2073,1.2424,4.8446,2.966,1.8981
ENSG00000101003,GINS1,,65.2221,68.4364,56.6127,32.6901,15.8877,9.1791,9.0695,11.2172,,1.8499,2.9174,2.7138,6.5968,2.8706,2.0362,0.81295,0.84231
ENSG00000101004,NINL,,3.2878,3.1156,5.3611,10.6446,14.6663,20.7012,23.9519,15.4111,,0.31615,0.38416,0.38504,3.1886,2.428,4.1187,3.4871,1.0232
ENSG00000170191,NANP,,29.3168,26.1419,27.5282,25.3667,22.9454,20.5302,18.7558,22.8724,,2.0123,3.314,3.1866,2.6722,1.6519,1.1221,2.2009,1.5812
ENSG00000213742,ZNF337-AS1,,3.0709,4.3458,5.2645,9.9386,15.2063,17.4451,17.8111,13.8945,,0.78899,0.54631,1.5768,2.2181,1.7672,1.99,1.6454,1.8811
ENSG00000130684,ZNF337,,26.5448,28.9428,29.3868,35.494,39.5172,43.4695,47.8299,47.1183,,3.3936,2.0666,1.2458,2.4419,6.9015,4.2081,3.7529,3.0443
ENSG00000278383,AL031673.1,,0.67753,0.61088,0.55834,0.78019,1.8703,1.8585,1.9166,1.5603,,0.14618,0.18672,0.19561,0.2527,0.63086,0.32825,0.43313,0.47415
ENSG00000230772,VN1R108P,,0.25393,0.17753,0.22038,0.34875,0.97494,0.64409,1.2133,1.2094,,0.18688,0.092765,0.11927,0.23929,0.46469,0.46939,0.4129,0.33639
ENSG00000175170,FAM182B,,0.086598,0.10063,0.17007,0.05837,0.28405,0.75327,0.43617,0.6427,,0.11466,0.11639,0.2673,0.067466,0.12634,0.35779,0.30691,0.35351
ENSG00000204556,AL450124.1,,0.079994,0.1033,0.17521,0.37338,0.74905,0.54414,0.46118,0.24382,,0.05443,0.11993,0.14488,0.18507,0.33623,0.16084,0.17563,0.19278
ENSG00000238129,AL121904.1,,0.61166,0.47447,0.45244,0.68841,0.87298,1.1518,0.995,1.3509,,0.20134,0.21197,0.25066,0.14988,0.13784,0.2105,0.32647,0.41195
ENSG00000282826,FRG1CP,,18.2338,18.6994,20.4487,21.1555,23.6198,24.3771,25.5453,23.5996,,1.7189,2.8812,0.40865,1.736,1.6251,1.2468,1.2444,1.8501
ENSG00000282870,FRG1DP,,3.736,3.3942,4.1349,4.6153,5.0627,6.0986,5.5985,5.8504,,0.085604,0.88451,0.67443,0.7841,0.57334,1.0422,1.0284,1.3061
ENSG00000282995,FRG1EP,,2.6653,3.3731,3.8495,4.9181,5.9259,6.363,6.485,5.7361,,1.0074,0.973,0.60384,0.76275,0.47632,0.66671,0.71146,0.60044
ENSG00000205611,LINC01597,,0.26132,0.24663,0.64095,0.87627,0.49027,0.7534,1.0302,0.36757,,0.098451,0.16907,0.1526,0.090095,0.2618,0.3697,0.55109,0.28861
ENSG00000149531,FRG1BP,,8.007,9.2411,11.1826,13.6903,16.0578,15.5216,14.2161,16.3912,,0.93915,1.4927,0.73975,1.6118,1.7655,1.6043,0.40004,1.1097
ENSG00000283443,AC018688.1,,0.26041,0.20306,0.37799,0.66956,0.92813,1.5614,1.4771,1.2634,,0.048405,0.22764,0.19332,0.37435,0.33104,0.4384,0.49111,0.56517
ENSG00000180383,DEFB124,,0.28163,0.37564,0.53321,0.28889,0.35667,0.38943,0.5545,0.29006,,0.12234,0.15165,0.24582,0.26146,0.18973,0.13922,0.29277,0.080622
