,,,Mean RPM Vemurafenib dose-response 24 hrs,,,,,,,,,Std RPM Vemurafenib dose-response 24 hrs,,,,,,,
,,,Vemurafenib (uM),,,,,,,,,Vemurafenib (uM),,,,,,,
ENSG00000088320,REM1,,0.86699,0.82779,1.0118,0.77045,0.1571,0.15354,0.23843,0.21156,,0.38174,0.35055,0.32349,0.359,0.16406,0.10489,0.32974,0.12962
ENSG00000101294,HM13,,203.2067,199.8016,206.7147,199.4508,198.4037,200.7797,185.3338,206.2127,,8.3522,5.2096,2.696,2.4201,4.2767,5.1306,7.5089,13.8246
ENSG00000101898,MCTS2P,,2.263,3.1581,3.3891,2.7637,3.4538,3.6053,3.1124,3.3897,,0.36063,0.68024,0.80628,0.68976,0.26779,0.64431,0.86236,0.63118
ENSG00000235313,HM13-IT1,,0.50633,0.335,0.59597,0.94539,1.0729,0.97778,0.69048,0.62469,,0.1933,0.27708,0.34487,0.20318,0.41573,0.27349,0.14862,0.32408
ENSG00000125968,ID1,,22.995,23.8669,19.0594,18.4738,23.4769,31.1988,38.0719,29.8698,,2.0282,2.228,2.0312,1.9963,3.2623,5.2155,5.1736,2.8552
ENSG00000171552,BCL2L1,,81.8375,76.8984,73.011,61.0664,56.0526,55.0496,52.55,49.8576,,6.7183,8.3826,2.4145,2.5557,2.1302,2.6204,1.442,2.6585
ENSG00000088325,TPX2,,339.5067,333.2445,313.509,219.1928,121.5139,64.5428,57.3761,60.0981,,2.4528,10.677,10.0796,20.3906,21.038,8.628,4.6933,7.481
ENSG00000101306,MYLK2,,0.45379,0.716,0.69953,0.43722,0.13751,0.25675,0.18826,0.18287,,0.27087,0.11564,0.24888,0.14914,0.17201,0.13478,0.070485,0.087915
ENSG00000149599,DUSP15,,1.4433,1.2249,1.6234,2.0239,2.2397,2.2843,2.7156,3.8415,,0.32403,0.27894,0.39987,0.76303,0.41738,0.25414,0.56249,0.8458
ENSG00000131044,TTLL9,,0.31527,0.21977,0.27991,0.69055,1.2719,1.1783,0.70286,0.60263,,0.18374,0.20972,0.19812,0.37551,0.46596,0.55838,0.32612,0.11494
ENSG00000088356,PDRG1,,27.9243,27.004,25.4142,21.2167,20.1493,16.8036,16.5404,20.2462,,0.98176,1.0755,1.0513,2.1025,1.3603,1.6855,0.8114,0.82529
ENSG00000101337,TM9SF4,,95.0102,94.1957,104.8057,128.107,142.6477,150.406,152.0579,157.1393,,4.2318,4.1474,3.2399,7.6468,2.4945,4.6596,5.3768,4.6583
ENSG00000126003,PLAGL2,,61.9387,58.5896,53.0539,45.4723,37.9798,35.7463,37.0729,42.9023,,1.8518,3.6723,4.3544,5.9139,1.6263,2.263,2.7488,4.1193
ENSG00000101346,POFUT1,,162.333,161.7564,160.4006,143.305,123.6378,111.5362,102.9461,101.6127,,2.1293,2.0547,6.5278,6.6004,7.2658,2.8084,6.2981,2.1162
ENSG00000101350,KIF3B,,131.9921,130.141,136.4393,145.5658,143.0662,146.024,146.4673,146.4751,,4.9318,1.1898,2.3982,2.6509,8.1278,6.4214,4.409,5.8539
ENSG00000171456,ASXL1,,166.6794,172.657,176.4535,184.4739,197.8271,205.7996,200.7506,181.1658,,13.4702,5.5503,9.4308,5.1859,6.9731,7.5353,4.0508,7.2453
ENSG00000197183,NOL4L,,40.2879,42.4603,50.157,57.4375,62.345,66.7445,77.3893,75.8877,,2.3558,2.4987,3.886,2.3763,3.9095,1.9841,2.5743,9.7383
ENSG00000149600,COMMD7,,32.9274,30.0294,31.6003,38.7564,39.3252,39.3617,39.3087,45.6001,,3.3189,2.2645,3.4298,3.0591,3.2681,2.1803,1.3749,1.919
ENSG00000088305,DNMT3B,,8.2829,9.813,9.9258,7.9916,6.2048,3.895,3.6432,2.6974,,0.6123,1.1146,1.2468,0.87082,0.923,1.03,0.90902,0.3104
ENSG00000101367,MAPRE1,,236.508,234.3067,221.011,185.6552,166.5155,150.3858,150.488,156.1069,,4.7524,6.5381,7.4434,8.0034,11.3297,7.5378,5.2288,3.5255
ENSG00000260257,AL035071.1,,1.2865,1.1798,1.1567,0.88884,0.73543,1.0064,0.9992,1.3222,,0.26236,0.25815,0.69403,0.24536,0.34877,0.3044,0.87594,0.66735
ENSG00000125999,BPIFB1,,0.12497,0.17799,0.34138,1.3684,1.0776,1.5344,2.5468,1.6732,,0.19215,0.0941,0.25565,0.47272,0.29095,0.22442,0.35487,0.72761
ENSG00000101391,CDK5RAP1,,38.3485,40.0587,39.4272,33.6647,31.9149,30.1283,30.6974,32.7563,,3.1202,2.5225,1.756,1.805,0.39577,1.0641,0.96879,3.2307
ENSG00000101400,SNTA1,,8.7618,8.906,10.289,12.8363,17.9937,18.6245,17.242,16.0133,,1.2535,1.6376,1.8237,1.0524,2.6893,0.52489,1.2248,0.68046
ENSG00000078699,CBFA2T2,,25.3218,24.8037,26.9045,30.5616,32.0561,32.6827,37.2312,45.6168,,2.4436,1.3558,1.7921,3.1963,2.8258,1.8643,1.9127,2.4148
ENSG00000275223,AL121906.2,,0.98882,1.2325,0.95158,1.0403,1.3424,1.2001,1.2097,1.87,,0.487,0.29087,0.4264,0.52854,0.81599,0.3922,0.34154,0.42168
ENSG00000125967,NECAB3,,22.0388,24.0987,21.6677,23.8119,26.6152,28.096,32.291,34.9364,,2.4139,3.6392,1.6527,2.6757,3.8356,2.9424,3.571,2.1687
ENSG00000149609,C20orf144,,0.15678,0.12028,0.36167,0.41258,0.49253,0.39193,0.24489,0.30507,,0.0577,0.14458,0.2705,0.22787,0.17311,0.34854,0.25307,0.20873
ENSG00000182584,ACTL10,,2.4279,2.2527,3.0705,4.1665,3.6349,3.0551,3.8469,3.6149,,1.4974,0.84654,1.4446,1.8658,0.6671,0.57825,1.367,1.2517
ENSG00000101412,E2F1,,59.1149,61.1606,41.1241,14.805,5.3102,2.2592,1.6865,4.6805,,6.6508,2.7538,2.8522,1.8137,0.38074,0.54205,0.67697,1.1579
ENSG00000101417,PXMP4,,8.9773,9.2038,12.9552,15.4488,18.4461,18.5907,20.373,21.6496,,1.9194,0.64053,0.48504,2.5077,1.0909,1.1928,2.1496,1.0792
ENSG00000131061,ZNF341,,8.8339,8.7056,8.105,9.1154,7.4286,8.5353,7.8814,7.6134,,0.87979,0.67712,1.1784,1.2335,0.78974,1.3736,0.78856,0.92763
ENSG00000101421,CHMP4B,,79.6986,74.724,72.2778,68.7121,64.2517,63.1872,67.5324,65.7711,,5.1473,3.3716,2.9741,0.42885,2.0038,1.5643,1.684,1.9942
ENSG00000228265,,,1.416,1.1397,1.4458,2.4438,2.4543,2.9716,3.0681,2.5203,,0.45549,0.25884,0.4877,0.81745,0.25566,0.86657,0.48383,0.82021
ENSG00000276073,,,0.5896,0.37971,0.7802,1.1469,1.9157,2.0936,2.4043,2.4046,,0.19922,0.32531,0.29134,0.47705,0.67087,0.23597,0.48164,0.35465
ENSG00000275784,,,0.19836,0.28914,0.14475,0.61183,0.57475,0.97235,0.67249,0.79793,,0.18098,0.19808,0.17526,0.34201,0.21643,0.35347,0.25165,0.14637
ENSG00000125970,RALY,,137.3095,132.9218,116.8097,94.3622,81.1269,82.3733,83.6991,96.2883,,7.5968,6.2795,5.6049,1.9356,5.0246,3.0189,5.398,1.7299
ENSG00000125977,EIF2S2,,236.1325,231.3467,207.8986,167.0394,129.6282,116.0238,114.6546,193.1225,,18.1754,2.3379,7.7021,11.2207,7.341,5.9075,4.0135,11.1304
ENSG00000214185,XPOTP1,,1.4169,1.2773,1.3742,0.63369,1.2547,0.5099,0.75208,2.0464,,0.44393,0.55595,0.37735,0.14738,0.56937,0.084482,0.38173,0.5647
ENSG00000101444,AHCY,,238.3556,231.4162,225.4476,220.8704,206.828,196.4603,192.8261,202.6333,,7.6677,5.7649,4.7879,5.6792,6.1391,5.8762,5.2348,4.1953
ENSG00000078747,ITCH,,160.2248,160.6827,161.8368,159.3136,171.373,166.6523,170.3546,147.2538,,8.9004,3.8511,10.8045,4.0795,3.1385,4.6792,6.4615,8.6748
ENSG00000125971,DYNLRB1,,104.5795,101.0027,99.8897,104.0323,99.2424,99.3412,105.7797,109.0605,,7.8729,4.9184,1.7473,3.5585,3.5288,7.4668,2.5691,6.1034
ENSG00000101460,MAP1LC3A,,9.1975,8.0929,10.0391,17.6849,25.5064,30.6083,31.2416,27.7107,,2.212,1.0817,2.1824,3.0179,0.83801,3.5692,2.442,1.5798
ENSG00000101464,PIGU,,39.7121,39.7313,37.7165,32.7448,26.4332,22.5119,23.5053,35.7961,,2.6309,2.4343,2.6943,2.0718,2.3139,0.91138,1.3716,1.3942
ENSG00000198646,NCOA6,,108.0836,106.954,112.1489,120.4501,121.9261,127.8284,128.8199,126.7228,,2.5609,5.0914,4.1099,5.2264,3.9696,1.5107,3.4258,13.679
ENSG00000078804,TP53INP2,,10.5937,11.1778,16.8746,47.8912,101.537,155.0263,177.559,125.0225,,1.1184,1.1089,1.8167,11.3401,11.2594,14.3617,3.6801,6.3906
ENSG00000131067,GGT7,,42.8181,43.8106,47.2751,58.284,70.2637,82.9738,85.4914,76.4937,,5.4849,3.5376,3.4444,6.7506,11.2568,4.1982,7.3075,5.2724
ENSG00000131069,ACSS2,,44.6125,45.3574,39.8972,38.8441,37.1971,40.6604,40.8032,41.52,,3.4695,0.43571,2.6645,2.686,1.9466,3.4874,1.4691,3.6171
ENSG00000100983,GSS,,106.7332,102.9507,104.5251,100.5184,86.1372,78.4821,75.6586,81.6206,,8.7906,3.034,1.5309,1.0171,4.5876,1.2629,4.4646,1.2705
ENSG00000078814,MYH7B,,0.23926,0.10197,0.11759,0.4564,0.83517,1.318,1.5354,1.2842,,0.13444,0.0072066,0.092086,0.25088,0.34077,0.36825,0.29089,0.31187
ENSG00000100991,TRPC4AP,,151.2704,149.6157,162.3649,184.8961,200.1418,208.8513,208.4477,188.3366,,5.495,7.8141,9.2158,9.6412,2.7419,4.0881,3.5579,4.1607
ENSG00000088298,EDEM2,,34.1386,34.0389,38.3629,47.2421,52.8754,54.7698,58.4681,60.7367,,0.48534,2.4803,3.8092,3.0746,2.3307,1.3923,0.7288,5.0568
ENSG00000101000,PROCR,,21.501,21.0873,22.1901,26.1037,22.7932,20.3317,21.2378,22.0708,,1.4167,2.6236,1.9446,0.41041,2.2376,2.8191,1.6051,1.9918
ENSG00000126005,MMP24OS,,25.0684,24.7533,37.7634,60.7339,80.0779,87.0383,84.9818,61.0965,,1.8682,2.4469,4.9767,8.0908,4.8384,8.3793,2.9591,2.0709
ENSG00000125966,MMP24,,0.61784,0.40671,0.52615,0.33087,0.37278,0.40102,0.29418,0.16496,,0.20841,0.2848,0.21209,0.239,0.37119,0.1824,0.13198,0.14
ENSG00000279253,AL121753.2,,0.7387,0.80364,1.0479,2.411,4.3608,5.1796,5.605,4.7877,,0.25729,0.31251,0.56278,0.63676,1.8427,1.3341,1.3927,1.1557
ENSG00000261582,AL121753.1,,0.11114,0.050316,0.22038,0.43904,0.78987,1.1001,1.1481,0.82134,,0.12933,0.058194,0.11927,0.076806,0.40323,0.22771,0.51274,0.087239
ENSG00000242372,EIF6,,199.7534,187.7048,167.4795,132.9832,109.9235,104.0844,105.871,127.3239,,26.574,8.3218,2.957,5.9498,7.3094,4.5181,2.5808,6.4418
ENSG00000125998,FAM83C,,0,0,0.097309,0.14684,0.026512,0.18455,0.051427,0.13203,,0,0,0.065738,0.17828,0.053025,0.22789,0.061172,0.12365
ENSG00000101019,UQCC1,,62.8874,69.2942,76.1403,82.6027,88.4872,97.4516,100.0096,109.4782,,5.0681,5.0392,6.9858,7.0956,6.48,6.579,1.9018,5.6527
ENSG00000126001,CEP250,,116.6543,118.169,115.988,108.6194,105.3613,103.609,107.0782,118.7255,,5.3973,4.8743,4.2411,2.2693,7.2705,5.1654,5.057,1.3363
ENSG00000125991,ERGIC3,,169.9429,167.4987,187.9948,229.7435,264.7428,287.0975,294.3115,300.0827,,11.6022,9.0594,11.3393,12.7778,14.5714,6.2363,12.7888,8.3186
ENSG00000088340,FER1L4,,1.2641,2.0844,4.7635,17.476,42.1657,57.6181,57.7903,22.8439,,0.2575,0.23774,1.4883,6.7991,16.5511,14.3652,12.0645,3.9096
ENSG00000061656,SPAG4,,1.2514,1.3446,1.7858,3.9183,6.4635,7.2493,7.4478,4.1018,,0.57586,0.13055,0.41622,0.86617,0.76997,0.57807,0.61918,0.59513
ENSG00000214078,CPNE1,,73.7012,74.8757,87.3835,106.0885,120.0939,129.3744,134.2455,125.8098,,5.1084,3.9199,4.5229,7.3171,9.7699,7.4172,4.1755,4.9967
ENSG00000244462,RBM12,,203.799,210.9199,187.6831,134.7979,94.7324,72.8707,66.1605,60.2142,,3.8493,4.1063,12.2133,15.4647,4.5054,3.9195,0.96278,3.5104
ENSG00000244005,NFS1,,56.9902,59.09,61.0188,68.5764,64.0858,63.3726,62.0387,70.5785,,3.1889,2.1265,1.5172,1.4024,1.4832,3.9853,2.8533,1.1295
ENSG00000125995,ROMO1,,59.917,54.1524,62.3555,76.0109,82.2785,87.812,87.0583,79.5813,,11.7302,5.9081,8.1365,9.3274,3.2461,5.3799,2.5838,1.0032
ENSG00000131051,RBM39,,339.1838,365.3614,371.0495,371.2226,372.9291,392.505,396.3585,374.6804,,15.9558,10.0367,6.5501,14.8055,35.1759,17.384,17.8058,8.2994
ENSG00000025293,PHF20,,63.2094,64.6997,65.646,70.6193,71.0978,68.5632,70.6341,74.6332,,2.2336,3.338,6.3188,4.4907,3.1959,3.1373,4.4893,3.3776
ENSG00000171222,SCAND1,,34.2266,32.1511,35.6529,44.0969,45.6399,49.6857,52.0159,45.4716,,4.6944,3.893,5.2094,8.5001,2.1438,4.6796,3.0504,2.6658
ENSG00000149646,CNBD2,,3.7738,3.3277,3.427,4.4711,5.3647,5.1768,5.1193,5.3997,,0.91626,0.59867,0.19238,0.60315,0.42669,0.52797,0.76231,0.24125
ENSG00000260032,NORAD,,566.0956,577.5461,633.4858,696.5687,729.0037,687.2442,673.5247,666.8662,,23.8156,25.0369,16.4391,10.617,19.1604,15.3842,18.6974,12.1612
ENSG00000088367,EPB41L1,,42.5595,41.5114,45.7768,55.852,61.725,60.1293,64.8392,72.2338,,2.9629,1.3316,3.8059,4.8288,2.1486,4.9544,4.8005,0.75533
ENSG00000131043,AAR2,,90.7681,87.0283,83.974,84.0601,83.7096,83.8046,86.7627,89.857,,5.0213,4.3902,2.5664,3.8348,2.499,3.0982,3.8764,2.4512
ENSG00000080845,DLGAP4,,109.6684,107.5725,109.9403,127.7761,163.0204,182.2666,170.3307,125.9514,,7.4278,4.4493,7.2043,10.2548,14.9447,11.5606,0.44786,7.8334
ENSG00000101335,MYL9,,4.4175,4.2543,6.9206,11.2214,12.163,14.0602,14.9944,15.4764,,0.37189,0.48506,1.1726,2.3332,1.1297,0.78836,0.959,1.6609
ENSG00000118707,TGIF2,,50.6771,48.5031,49.7078,53.0824,54.1707,55.0752,58.0819,64.6928,,1.9414,3.278,1.704,2.8729,1.9587,1.6583,1.8602,1.8945
ENSG00000101084,RAB5IF,,17.9945,16.983,13.541,10.3942,7.3433,7.2595,7.8909,10.8955,,2.9425,3.5204,4.5688,1.7026,0.84423,0.47743,0.84142,3.0668
ENSG00000101079,NDRG3,,77.8446,76.8856,84.9466,98.1088,102.0181,104.741,108.4382,110.2048,,5.9249,5.0139,5.6285,3.3548,3.7248,6.0386,4.5837,4.8097
ENSG00000149636,DSN1,,69.7133,70.6816,60.9931,38.2093,24.34,17.2678,17.608,18.9356,,1.8324,3.1382,2.5322,2.4713,3.0088,1.2522,2.4971,2.5611
ENSG00000149639,SOGA1,,281.8796,284.7221,268.4767,196.23,140.2507,122.8913,126.3134,151.2417,,6.4123,11.7477,12.1773,16.8317,11.3328,4.3865,6.7906,16.0589
ENSG00000101347,SAMHD1,,50.3888,51.2384,57.752,67.8044,81.6386,86.2642,81.3701,83.5675,,2.8154,2.6188,3.8221,5.0182,4.0638,1.0978,4.81,1.0392
ENSG00000080839,RBL1,,61.4878,65.6709,56.0198,37.0664,22.4877,17.8849,18.1701,24.8242,,3.7329,2.906,3.0475,4.1944,1.6094,1.2327,0.61049,2.9598
ENSG00000101353,MROH8,,0.75991,0.68827,0.86593,1.4598,2.0787,2.8271,3.1958,4.1567,,0.34565,0.24618,0.31275,0.30051,0.3822,0.39172,0.41137,0.69898
ENSG00000118705,RPN2,,506.5574,493.9028,506.5133,486.9531,452.2542,433.3709,430.0782,494.5162,,6.912,12.876,4.8934,17.6717,19.9166,9.2965,16.4965,13.13
ENSG00000101363,MANBAL,,49.5587,50.014,51.8084,50.2886,50.7125,49.232,51.2909,54.6518,,2.8923,2.2708,2.5696,1.9452,5.2171,2.0116,2.5181,1.4273
ENSG00000197122,SRC,,76.1826,78.8816,73.7442,68.3469,57.5378,54.4264,54.3602,64.539,,3.9972,1.1001,2.4664,3.5931,2.1637,5.2906,3.0649,3.8264
ENSG00000166619,BLCAP,,49.4717,47.7346,52.1668,53.7116,53.2017,54.6382,57.5864,78.9174,,1.1175,2.8844,1.3379,1.8279,1.7369,4.1374,6.4043,10.1551
ENSG00000276603,AL109614.1,,0.23926,0.53754,0.50264,0.51347,0.25995,0.59825,0.60182,0.5362,,0.13444,0.2739,0.18071,0.21174,0.23215,0.11675,0.18217,0.17125
ENSG00000235044,PPIAP3,,0.54877,0.75847,0.66165,0.54487,0.57913,0.38096,0.35407,0.36632,,0.18495,0.14165,0.16028,0.35637,0.19812,0.24257,0.25815,0.11016
ENSG00000132792,CTNNBL1,,66.3538,66.3248,62.605,52.4107,49.2272,47.9071,48.4664,51.2573,,2.9245,3.1103,4.1377,1.061,4.4526,3.0465,2.7519,1.6474
ENSG00000132821,VSTM2L,,0.026122,0,0.093228,0.12402,0.14278,0.16869,0.36227,0.97791,,0.052244,0,0.12129,0.14431,0.10736,0.1474,0.25886,0.5034
ENSG00000101407,TTI1,,117.9589,118.3253,110.9173,89.7581,74.2239,66.812,65.0749,69.6449,,4.2665,5.4981,3.8617,3.7544,2.4065,2.9244,4.4448,2.4385
ENSG00000101413,RPRD1B,,93.5183,94.347,93.3316,88.368,81.9002,83.2498,82.6052,84.3157,,6.0581,4.6592,7.9035,4.6879,2.6299,2.2401,4.5636,1.4414
ENSG00000198959,TGM2,,153.8212,145.3338,106.8339,56.2843,29.7634,22.8127,19.8057,7.2108,,7.8521,4.3331,6.7656,3.8647,4.1242,0.78319,2.6158,1.229
ENSG00000149633,KIAA1755,,5.4719,5.2539,7.4362,19.6263,36.5789,37.2963,29.8598,14.6463,,0.87553,0.88148,1.6945,5.7829,7.1943,1.9967,1.3816,2.4863
ENSG00000277829,AL031651.2,,0.53393,0.4859,0.60201,1.4388,2.0519,1.776,1.1026,0.57498,,0.31085,0.074772,0.31945,0.13152,0.7258,0.66279,0.48311,0.32478
ENSG00000224635,AL391095.1,,4.3231,4.248,3.8892,2.3388,2.0466,2.2771,2.173,3.7269,,0.74626,0.94293,0.83108,0.59278,0.82333,0.77444,0.24958,1.0927
ENSG00000275401,AL391095.3,,0.78547,1.4271,0.7312,0.48831,0.58634,0.45998,0.49285,0.77308,,0.12349,0.59945,0.342,0.18629,0.50841,0.096013,0.40888,0.13245
ENSG00000196756,SNHG17,,82.4391,79.715,70.1539,50.5099,36.0634,30.2966,31.2291,48.3211,,3.4595,3.9815,2.2442,3.3375,2.2429,0.70559,3.519,5.6368
ENSG00000235408,SNORA71B,,1.1024,1.3779,1.4927,0.96656,0.79556,0.48304,0.43942,0.88653,,0.35983,0.23439,0.42559,0.24827,0.16469,0.18017,0.17688,0.1959
ENSG00000225091,SNORA71A,,0.401,0.37834,0.25084,0.44054,0.19821,0.091926,0.15033,0.38568,,0.1856,0.13543,0.02741,0.17736,0.23763,0.12247,0.11554,0.26883
ENSG00000201512,SNORA71C,,0.70378,0.40873,0.40985,0.24589,0.20136,0.20783,0.30259,0.14213,,0.1259,0.23361,0.14194,0.084795,0.12657,0.1815,0.15394,0.16499
ENSG00000174365,SNHG11,,17.0163,15.9384,16.5868,21.3205,21.8896,23.7729,26.1479,26.9118,,1.1188,1.6183,1.7478,1.203,2.4542,4.0987,1.7762,1.0197
ENSG00000199266,SNORA60,,0.34531,0.65808,0.5522,0.83573,0.6817,0.5696,0.7694,0.4967,,0.16839,0.34232,0.38975,0.45569,0.15244,0.18747,0.20641,0.23955
ENSG00000170471,RALGAPB,,157.2129,165.1888,178.2071,190.0885,190.5597,188.9795,191.2422,207.4817,,8.4464,2.5854,1.1595,9.6627,8.0442,4.909,5.568,9.0516
ENSG00000101442,ACTR5,,19.5148,18.698,16.4447,13.2294,9.7024,8.6769,9.4589,10.4569,,0.88461,0.73335,1.9394,1.846,1.2691,1.9277,0.41208,0.57174
ENSG00000101447,FAM83D,,97.7505,100.9605,82.1031,51.4313,23.464,11.984,11.0161,10.7041,,1.9303,4.5534,2.7013,8.9625,4.2277,1.8704,1.3081,1.3629
ENSG00000101452,DHX35,,35.1185,36.8376,34.2058,34.6017,34.491,31.6084,32.2938,33.7347,,1.6182,1.9161,2.1757,2.4223,0.7168,1.7755,0.48111,0.9208
ENSG00000204103,MAFB,,0.21393,0.15095,0.12369,0.028273,0.029668,0.15883,0.15231,0.52212,,0.15203,0.17458,0.18039,0.056546,0.059337,0.11278,0.12,0.21674
ENSG00000198900,TOP1,,535.1144,521.2708,403.181,270.6304,218.579,187.7856,177.7484,156.8855,,49.4002,27.1675,19.909,22.201,9.7864,12.0392,7.731,5.1961
ENSG00000226648,PLCG1-AS1,,0.43834,0.71537,0.64815,0.93763,0.76849,0.85114,0.60972,0.69288,,0.08909,0.43373,0.28753,0.47071,0.38508,0.36354,0.21224,0.15938
ENSG00000124181,PLCG1,,161.0192,163.2407,145.2793,130.5789,127.2856,125.9397,129.5133,143.1938,,4.5951,5.3937,3.7254,2.0734,3.8003,5.5091,3.6366,3.2748
ENSG00000174306,ZHX3,,75.0644,75.9159,80.8477,92.8917,94.8601,92.6598,86.7343,78.8941,,3.9472,2.4885,4.9694,3.579,4.6426,3.5452,1.5016,4.332
ENSG00000132793,LPIN3,,4.55,5.3782,6.6821,10.9966,16.6798,17.693,22.1393,22.1336,,0.40471,0.21983,1.2498,1.5814,2.7059,1.7385,3.6823,1.6737
ENSG00000124177,CHD6,,92.0433,96.9874,105.6963,123.3591,139.1107,139.3547,139.6493,131.3008,,5.6754,4.0636,2.9918,8.9979,2.8177,5.9609,2.2894,12.781
ENSG00000273951,AL031667.3,,0.20647,0.24617,0.46478,0.33436,0.44958,0.44107,0.56085,0.54919,,0.13189,0.15981,0.16673,0.16298,0.13119,0.29775,0.29329,0.13562
ENSG00000226038,PPIAP21,,0.90714,0.66298,0.91832,0.55411,0.3999,0.59642,0.32944,0.43084,,0.40201,0.19167,0.42708,0.42817,0.19345,0.25816,0.23736,0.15218
ENSG00000124193,SRSF6,,305.2349,319.6691,303.6484,242.2426,199.4505,172.0973,159.1915,129.7575,,13.5458,9.9534,7.7996,7.539,8.7201,9.7248,6.5334,3.0513
ENSG00000185513,L3MBTL1,,2.6866,3.3944,4.6873,5.2718,7.3651,8.2459,8.0494,8.6262,,0.80883,0.49371,1.0967,0.96107,1.9381,1.0871,1.3348,1.2253
ENSG00000101052,IFT52,,41.8984,39.463,43.0475,49.7371,50.3103,52.0954,53.0444,53.2254,,2.2183,3.8426,3.5575,1.5306,5.0957,1.3161,2.0605,3.2745
ENSG00000101057,MYBL2,,161.9397,156.3761,121.4842,65.1792,28.844,12.5865,9.2585,8.2752,,8.4996,4.6202,5.2326,11.0062,5.1707,2.3178,1.5684,0.77859
ENSG00000124191,TOX2,,10.0515,9.7698,6.8319,5.231,4.1179,3.8638,2.5912,3.4136,,0.7993,0.34646,0.95998,0.90346,0.52271,0.33514,0.26237,1.3798
ENSG00000132823,OSER1,,65.6997,64.2006,61.7677,57.4469,55.9381,59.3117,64.6701,70.9962,,2.5021,1.0752,2.9556,2.8862,3.4267,5.4248,2.9779,4.5239
ENSG00000223891,OSER1-DT,,3.8933,4.0362,4.5156,7.2218,9.3259,10.4449,12.016,14.8516,,1.1843,0.88947,0.32183,2.1655,1.0624,1.7509,0.61832,2.1592
ENSG00000197296,FITM2,,32.5949,32.9935,40.6233,47.4928,48.2412,44.2644,42.8507,51.877,,2.0391,1.4792,1.8752,4.8055,2.5887,2.1219,2.0416,0.66382
ENSG00000226812,AL117382.1,,0.33464,0.34703,0.75737,1.4426,1.6971,2.2626,2.0595,1.0465,,0.19043,0.23716,0.42339,0.64211,0.32607,0.68545,0.3487,0.30897
ENSG00000124120,TTPAL,,84.5519,82.6906,98.1585,119.4679,122.9416,124.9837,126.9889,120.3815,,1.8496,4.6658,3.5,3.0153,6.0845,2.1487,0.94422,2.6462
ENSG00000132824,SERINC3,,234.913,235.0319,267.2611,330.9083,400.5368,435.9452,443.2973,396.4394,,9.154,12.8913,4.9873,6.8529,8.7738,10.2198,10.5972,8.8155
ENSG00000168734,PKIG,,21.3197,20.6282,21.5591,29.5778,35.0027,45.0452,47.5835,34.7269,,1.3265,1.0811,1.3037,1.7327,2.1065,3.2769,2.7541,0.81677
ENSG00000196839,ADA,,8.6623,8.5286,10.1224,14.1053,15.3524,16.1464,15.9869,14.7122,,0.35357,1.2695,1.3034,1.2486,0.54678,1.4043,1.728,1.9692
ENSG00000244558,KCNK15-AS1,,0.12733,0.10197,0.087126,0.82486,1.2033,1.6375,1.6448,1.1285,,0.13243,0.0072066,0.11255,0.27099,0.30724,0.20746,0.45202,0.37344
ENSG00000064205,WISP2,,0,0,0.035941,0.55975,2.4384,4.5022,7.0376,3.2225,,0,0,0.071882,0.34125,0.81658,0.92202,0.67363,0.17211
ENSG00000124249,KCNK15,,0.025334,0.026169,0.065448,0.09558,0.0866,0.19613,0.17852,0.26463,,0.050667,0.052338,0.0763,0.064523,0.058129,0.16958,0.18276,0.12232
ENSG00000166913,YWHAB,,667.7557,662.5444,661.5145,631.8619,598.4715,583.8379,581.7304,599.7932,,17.3453,8.833,22.8458,17.2532,18.5686,18.8596,7.5372,14.1119
ENSG00000101104,PABPC1L,,73.9321,94.9292,110.601,157.4974,211.6253,271.2368,275.5763,381.1787,,8.8418,1.9994,16.1839,29.1422,55.0715,43.3986,32.9644,29.9782
ENSG00000025772,TOMM34,,158.0945,153.4536,151.3145,138.1707,127.7294,122.5904,129.5024,137.4477,,8.4434,4.7023,10.737,2.8576,2.9228,1.9831,1.9709,2.4775
ENSG00000227477,STK4-AS1,,0.43834,0.41213,0.45321,0.65831,0.84237,0.97503,1.3767,1.2585,,0.08909,0.16149,0.21884,0.20661,0.29431,0.42134,0.70465,0.46834
ENSG00000101109,STK4,,138.2911,140.7212,140.3922,133.305,135.8743,141.1267,147.7769,151.0946,,7.1089,3.103,6.4403,2.8636,3.6983,6.8459,4.7619,7.2673
ENSG00000124102,PI3,,0.07339,0.12611,0.17661,0.1222,0.3044,0.65207,0.68079,0.33214,,0.091509,0.045144,0.14993,0.098724,0.10476,0.20233,0.31752,0.19246
ENSG00000124107,SLPI,,0.081693,0,0.029507,0.033736,0.21238,0.18955,0.39071,0.96212,,0.055137,0,0.059014,0.067471,0.10705,0.22296,0.24457,0.13101
ENSG00000124159,MATN4,,0.28823,0.19856,0.33518,0.095744,0.49644,0.76007,1.1189,1.5893,,0.098411,0.14215,0.15286,0.12775,0.10308,0.33512,0.22186,0.47749
ENSG00000124232,RBPJL,,0,0,0,0,0.11311,0.24506,0.049453,0.38895,,0,0,0,0,0.086981,0.16051,0.058243,0.27905
ENSG00000124145,SDC4,,140.3251,136.9182,115.379,85.8897,91.2391,103.5752,125.3809,139.3065,,2.2746,2.1496,9.2774,1.8096,4.6765,5.381,4.5953,3.8344
